ante,bankrupt_at,chips,consumables,current_round,current_state,deck,deckback,discount_percent,dollars,game_time,gamestate_id,hand,hand_levels,handscores,inflation,interest_cap,jokers,max_jokers,num_hands_played,pack,received_timestamp,round,session_id,shop,state,state_name,tags,timestamp,type
"{""blinds"": []}",0,0,[],"{""discards_left"": 0}",11,[],[],0,0,0,1755626263_4043_GS934_1755626270,[],"{""Flush House"": {""level"": 1, ""played"": 0, ""visible"": false, ""chips"": 140, ""mult"": 14}, ""Full House"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 40, ""mult"": 4}, ""Flush"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 35, ""mult"": 4}, ""Pair"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 10, ""mult"": 2}, ""Four of a Kind"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 60, ""mult"": 7}, ""Straight Flush"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 100, ""mult"": 8}, ""Straight"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 30, ""mult"": 4}, ""Three of a Kind"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 30, ""mult"": 3}, ""Flush Five"": {""level"": 1, ""played"": 0, ""visible"": false, ""chips"": 160, ""mult"": 16}, ""Two Pair"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 20, ""mult"": 2}, ""Five of a Kind"": {""level"": 1, ""played"": 0, ""visible"": false, ""chips"": 120, ""mult"": 12}, ""High Card"": {""level"": 1, ""played"": 0, ""visible"": true, ""chips"": 5, ""mult"": 1}}",[],0,25,[],0,0,[],1755626270.2533114,0,1755626263_4043,[],11,MENU,[],1755626270,game_state
